Days,Tray,Position,Species,Genotype,UniqueCode,Predation,Mortality,Cumulative,Coral
0,B086,A2,MCAV,MCAV05,1,N,0,N,Montastraea cavernosa
1,B086,A2,MCAV,MCAV05,1,N,0,N,Montastraea cavernosa
2,B086,A2,MCAV,MCAV05,1,N,0,N,Montastraea cavernosa
7,B086,A2,MCAV,MCAV05,1,N,0,N,Montastraea cavernosa
14,B086,A2,MCAV,MCAV05,1,Y,3,Y,Montastraea cavernosa
21,B086,A2,MCAV,MCAV05,1,N,0,Y,Montastraea cavernosa
28,B086,A2,MCAV,MCAV05,1,N,0,Y,Montastraea cavernosa
35,B086,A2,MCAV,MCAV05,1,N,0,Y,Montastraea cavernosa
42,B086,A2,MCAV,MCAV05,1,NA,NA,Y,Montastraea cavernosa
0,B086,A4,PCLI,PCLI04,2,N,0,N,Pseudodiploria clivosa
1,B086,A4,PCLI,PCLI04,2,N,0,N,Pseudodiploria clivosa
2,B086,A4,PCLI,PCLI04,2,N,0,N,Pseudodiploria clivosa
7,B086,A4,PCLI,PCLI04,2,N,0,N,Pseudodiploria clivosa
14,B086,A4,PCLI,PCLI04,2,Y,30,Y,Pseudodiploria clivosa
21,B086,A4,PCLI,PCLI04,2,NA,NA,Y,Pseudodiploria clivosa
28,B086,A4,PCLI,PCLI04,2,NA,NA,Y,Pseudodiploria clivosa
35,B086,A4,PCLI,PCLI04,2,NA,NA,Y,Pseudodiploria clivosa
42,B086,A4,PCLI,PCLI04,2,NA,NA,Y,Pseudodiploria clivosa
0,B086,A6,PAST,PAST02,3,N,0,N,Porites astreoides
1,B086,A6,PAST,PAST02,3,N,0,N,Porites astreoides
2,B086,A6,PAST,PAST02,3,N,0,N,Porites astreoides
7,B086,A6,PAST,PAST02,3,N,0,N,Porites astreoides
14,B086,A6,PAST,PAST02,3,Y,30,Y,Porites astreoides
21,B086,A6,PAST,PAST02,3,NA,NA,Y,Porites astreoides
28,B086,A6,PAST,PAST02,3,NA,NA,Y,Porites astreoides
35,B086,A6,PAST,PAST02,3,NA,NA,Y,Porites astreoides
42,B086,A6,PAST,PAST02,3,NA,NA,Y,Porites astreoides
0,B086,A8,PSTR,PSTR05,4,N,1,N,Pseudodiploria strigosa
1,B086,A8,PSTR,PSTR05,4,Y,5,Y,Pseudodiploria strigosa
2,B086,A8,PSTR,PSTR05,4,N,0,Y,Pseudodiploria strigosa
7,B086,A8,PSTR,PSTR05,4,N,0,Y,Pseudodiploria strigosa
14,B086,A8,PSTR,PSTR05,4,Y,100,Y,Pseudodiploria strigosa
21,B086,A8,PSTR,PSTR05,4,NA,100,Y,Pseudodiploria strigosa
28,B086,A8,PSTR,PSTR05,4,NA,100,Y,Pseudodiploria strigosa
35,B086,A8,PSTR,PSTR05,4,NA,100,Y,Pseudodiploria strigosa
42,B086,A8,PSTR,PSTR05,4,NA,100,Y,Pseudodiploria strigosa
0,B086,A10,PCLI,PCLI02,5,N,1,N,Pseudodiploria clivosa
1,B086,A10,PCLI,PCLI02,5,N,0,N,Pseudodiploria clivosa
2,B086,A10,PCLI,PCLI02,5,N,0,N,Pseudodiploria clivosa
7,B086,A10,PCLI,PCLI02,5,Y,15,Y,Pseudodiploria clivosa
14,B086,A10,PCLI,PCLI02,5,Y,40,Y,Pseudodiploria clivosa
21,B086,A10,PCLI,PCLI02,5,NA,NA,Y,Pseudodiploria clivosa
28,B086,A10,PCLI,PCLI02,5,NA,NA,Y,Pseudodiploria clivosa
35,B086,A10,PCLI,PCLI02,5,NA,NA,Y,Pseudodiploria clivosa
42,B086,A10,PCLI,PCLI02,5,NA,NA,Y,Pseudodiploria clivosa
0,B086,B1,DLAB,DLAB01,6,N,0,N,Diploria labyrinthiformis
1,B086,B1,DLAB,DLAB01,6,N,0,N,Diploria labyrinthiformis
2,B086,B1,DLAB,DLAB01,6,N,0,N,Diploria labyrinthiformis
7,B086,B1,DLAB,DLAB01,6,N,0,N,Diploria labyrinthiformis
14,B086,B1,DLAB,DLAB01,6,Y,5,Y,Diploria labyrinthiformis
21,B086,B1,DLAB,DLAB01,6,N,5,Y,Diploria labyrinthiformis
28,B086,B1,DLAB,DLAB01,6,N,5,Y,Diploria labyrinthiformis
35,B086,B1,DLAB,DLAB01,6,N,5,Y,Diploria labyrinthiformis
42,B086,B1,DLAB,DLAB01,6,NA,NA,Y,Diploria labyrinthiformis
0,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
1,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
2,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
7,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
14,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
21,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
28,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
35,B086,B3,ACER,ACER02,7,N,0,N,Acropora cervicornis
42,B086,B3,ACER,ACER02,7,NA,NA,N,Acropora cervicornis
0,B086,B7,APAL,APAL03,8,N,0,N,Acropora palmata
1,B086,B7,APAL,APAL03,8,N,0,N,Acropora palmata
2,B086,B7,APAL,APAL03,8,N,0,N,Acropora palmata
7,B086,B7,APAL,APAL03,8,NA,0,N,Acropora palmata
14,B086,B7,APAL,APAL03,8,N,0,N,Acropora palmata
21,B086,B7,APAL,APAL03,8,N,0,N,Acropora palmata
28,B086,B7,APAL,APAL03,8,N,0,N,Acropora palmata
35,B086,B7,APAL,APAL03,8,NA,0,N,Acropora palmata
42,B086,B7,APAL,APAL03,8,NA,NA,N,Acropora palmata
0,B086,B9,DLAB,DLAB02,9,N,0,N,Diploria labyrinthiformis
1,B086,B9,DLAB,DLAB02,9,N,0,N,Diploria labyrinthiformis
2,B086,B9,DLAB,DLAB02,9,N,0,N,Diploria labyrinthiformis
7,B086,B9,DLAB,DLAB02,9,N,0,N,Diploria labyrinthiformis
14,B086,B9,DLAB,DLAB02,9,N,5,Y,Diploria labyrinthiformis
21,B086,B9,DLAB,DLAB02,9,Y,10,Y,Diploria labyrinthiformis
28,B086,B9,DLAB,DLAB02,9,N,10,Y,Diploria labyrinthiformis
35,B086,B9,DLAB,DLAB02,9,N,10,Y,Diploria labyrinthiformis
42,B086,B9,DLAB,DLAB02,9,NA,NA,Y,Diploria labyrinthiformis
0,B086,C4,OFAV,OFAV01,10,N,0,N,Orbicella faveolata
1,B086,C4,OFAV,OFAV01,10,N,0,N,Orbicella faveolata
2,B086,C4,OFAV,OFAV01,10,N,0,N,Orbicella faveolata
7,B086,C4,OFAV,OFAV01,10,NA,0,N,Orbicella faveolata
14,B086,C4,OFAV,OFAV01,10,N,0,N,Orbicella faveolata
21,B086,C4,OFAV,OFAV01,10,N,0,N,Orbicella faveolata
28,B086,C4,OFAV,OFAV01,10,N,0,N,Orbicella faveolata
35,B086,C4,OFAV,OFAV01,10,NA,NA,N,Orbicella faveolata
42,B086,C4,OFAV,OFAV01,10,NA,NA,N,Orbicella faveolata
0,B086,C6,ACER,ACER03,11,N,0,N,Acropora cervicornis
1,B086,C6,ACER,ACER03,11,N,0,N,Acropora cervicornis
2,B086,C6,ACER,ACER03,11,N,0,N,Acropora cervicornis
7,B086,C6,ACER,ACER03,11,NA,0,N,Acropora cervicornis
14,B086,C6,ACER,ACER03,11,N,0,N,Acropora cervicornis
21,B086,C6,ACER,ACER03,11,N,0,N,Acropora cervicornis
28,B086,C6,ACER,ACER03,11,N,0,N,Acropora cervicornis
35,B086,C6,ACER,ACER03,11,NA,0,N,Acropora cervicornis
42,B086,C6,ACER,ACER03,11,NA,0,N,Acropora cervicornis
0,B086,C8,OFAV,OFAV05,12,N,0,N,Orbicella faveolata
1,B086,C8,OFAV,OFAV05,12,N,0,N,Orbicella faveolata
2,B086,C8,OFAV,OFAV05,12,Y,5,Y,Orbicella faveolata
7,B086,C8,OFAV,OFAV05,12,Y,5,Y,Orbicella faveolata
14,B086,C8,OFAV,OFAV05,12,Y,20,Y,Orbicella faveolata
21,B086,C8,OFAV,OFAV05,12,NA,NA,Y,Orbicella faveolata
28,B086,C8,OFAV,OFAV05,12,NA,NA,Y,Orbicella faveolata
35,B086,C8,OFAV,OFAV05,12,NA,NA,Y,Orbicella faveolata
42,B086,C8,OFAV,OFAV05,12,NA,NA,Y,Orbicella faveolata
0,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
1,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
2,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
7,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
14,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
21,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
28,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
35,B086,E2,APAL,APAL01,13,N,0,N,Acropora palmata
42,B086,E2,APAL,APAL01,13,NA,NA,N,Acropora palmata
0,B086,E4,PCLI,PCLI01,14,N,0,N,Pseudodiploria clivosa
1,B086,E4,PCLI,PCLI01,14,N,0,N,Pseudodiploria clivosa
2,B086,E4,PCLI,PCLI01,14,N,0,N,Pseudodiploria clivosa
7,B086,E4,PCLI,PCLI01,14,Y,15,Y,Pseudodiploria clivosa
14,B086,E4,PCLI,PCLI01,14,Y,100,Y,Pseudodiploria clivosa
21,B086,E4,PCLI,PCLI01,14,NA,100,Y,Pseudodiploria clivosa
28,B086,E4,PCLI,PCLI01,14,NA,100,Y,Pseudodiploria clivosa
35,B086,E4,PCLI,PCLI01,14,NA,100,Y,Pseudodiploria clivosa
42,B086,E4,PCLI,PCLI01,14,NA,100,Y,Pseudodiploria clivosa
0,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
1,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
2,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
7,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
14,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
21,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
28,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
35,B086,E6,APAL,APAL02,15,N,0,N,Acropora palmata
42,B086,E6,APAL,APAL02,15,NA,NA,N,Acropora palmata
0,B086,E8,MCAV,MCAV07,16,N,0,N,Montastraea cavernosa
1,B086,E8,MCAV,MCAV07,16,N,0,N,Montastraea cavernosa
2,B086,E8,MCAV,MCAV07,16,N,0,N,Montastraea cavernosa
7,B086,E8,MCAV,MCAV07,16,N,0,N,Montastraea cavernosa
14,B086,E8,MCAV,MCAV07,16,N,0,N,Montastraea cavernosa
21,B086,E8,MCAV,MCAV07,16,Y,5,Y,Montastraea cavernosa
28,B086,E8,MCAV,MCAV07,16,Y,2,Y,Montastraea cavernosa
35,B086,E8,MCAV,MCAV07,16,Y,5,Y,Montastraea cavernosa
42,B086,E8,MCAV,MCAV07,16,NA,NA,Y,Montastraea cavernosa
0,B086,F1,PSTR,PSTR01,17,N,0,N,Pseudodiploria strigosa
1,B086,F1,PSTR,PSTR01,17,N,0,N,Pseudodiploria strigosa
2,B086,F1,PSTR,PSTR01,17,N,0,N,Pseudodiploria strigosa
7,B086,F1,PSTR,PSTR01,17,N,0,N,Pseudodiploria strigosa
14,B086,F1,PSTR,PSTR01,17,Y,20,Y,Pseudodiploria strigosa
21,B086,F1,PSTR,PSTR01,17,NA,NA,Y,Pseudodiploria strigosa
28,B086,F1,PSTR,PSTR01,17,NA,NA,Y,Pseudodiploria strigosa
35,B086,F1,PSTR,PSTR01,17,NA,NA,Y,Pseudodiploria strigosa
42,B086,F1,PSTR,PSTR01,17,NA,NA,Y,Pseudodiploria strigosa
0,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
1,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
2,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
7,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
14,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
21,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
28,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
35,B086,F7,ACER,ACER01,18,N,0,N,Acropora cervicornis
42,B086,F7,ACER,ACER01,18,NA,NA,N,Acropora cervicornis
0,B086,F9,PAST,PAST01,19,N,0,N,Porites astreoides
1,B086,F9,PAST,PAST01,19,N,0,N,Porites astreoides
2,B086,F9,PAST,PAST01,19,N,0,N,Porites astreoides
7,B086,F9,PAST,PAST01,19,N,0,N,Porites astreoides
14,B086,F9,PAST,PAST01,19,Y,60,Y,Porites astreoides
21,B086,F9,PAST,PAST01,19,NA,NA,Y,Porites astreoides
28,B086,F9,PAST,PAST01,19,NA,NA,Y,Porites astreoides
35,B086,F9,PAST,PAST01,19,NA,NA,Y,Porites astreoides
42,B086,F9,PAST,PAST01,19,NA,NA,Y,Porites astreoides
0,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
1,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
2,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
7,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
14,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
21,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
28,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
35,B086,G2,MCAV,MCAV06,20,N,0,N,Montastraea cavernosa
42,B086,G2,MCAV,MCAV06,20,NA,NA,N,Montastraea cavernosa
0,B086,G4,PAST,PAST03,21,N,0,N,Porites astreoides
1,B086,G4,PAST,PAST03,21,N,0,N,Porites astreoides
2,B086,G4,PAST,PAST03,21,N,0,N,Porites astreoides
7,B086,G4,PAST,PAST03,21,N,0,N,Porites astreoides
14,B086,G4,PAST,PAST03,21,Y,60,Y,Porites astreoides
21,B086,G4,PAST,PAST03,21,NA,NA,Y,Porites astreoides
28,B086,G4,PAST,PAST03,21,NA,NA,Y,Porites astreoides
35,B086,G4,PAST,PAST03,21,NA,NA,Y,Porites astreoides
42,B086,G4,PAST,PAST03,21,NA,NA,Y,Porites astreoides
0,B086,G6,PSTR,PSTR06,22,N,0,N,Pseudodiploria strigosa
1,B086,G6,PSTR,PSTR06,22,N,0,N,Pseudodiploria strigosa
2,B086,G6,PSTR,PSTR06,22,N,0,N,Pseudodiploria strigosa
7,B086,G6,PSTR,PSTR06,22,N,0,N,Pseudodiploria strigosa
14,B086,G6,PSTR,PSTR06,22,Y,20,Y,Pseudodiploria strigosa
21,B086,G6,PSTR,PSTR06,22,NA,20,Y,Pseudodiploria strigosa
28,B086,G6,PSTR,PSTR06,22,NA,20,Y,Pseudodiploria strigosa
35,B086,G6,PSTR,PSTR06,22,NA,20,Y,Pseudodiploria strigosa
42,B086,G6,PSTR,PSTR06,22,NA,20,Y,Pseudodiploria strigosa
0,B086,G10,PPOR,PPOR01,23,N,0,N,Porites porites
1,B086,G10,PPOR,PPOR01,23,N,0,N,Porites porites
2,B086,G10,PPOR,PPOR01,23,N,0,N,Porites porites
7,B086,G10,PPOR,PPOR01,23,N,0,N,Porites porites
14,B086,G10,PPOR,PPOR01,23,Y,80,Y,Porites porites
21,B086,G10,PPOR,PPOR01,23,NA,NA,Y,Porites porites
28,B086,G10,PPOR,PPOR01,23,NA,NA,Y,Porites porites
35,B086,G10,PPOR,PPOR01,23,NA,NA,Y,Porites porites
42,B086,G10,PPOR,PPOR01,23,NA,NA,Y,Porites porites
0,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
1,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
2,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
7,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
14,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
21,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
28,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
35,B087,A4,APAL,APAL03,24,N,0,N,Acropora palmata
42,B087,A4,APAL,APAL03,24,NA,NA,N,Acropora palmata
0,B087,A6,DLAB,DLAB01,25,N,0,N,Diploria labyrinthiformis
1,B087,A6,DLAB,DLAB01,25,N,0,N,Diploria labyrinthiformis
2,B087,A6,DLAB,DLAB01,25,N,0,N,Diploria labyrinthiformis
7,B087,A6,DLAB,DLAB01,25,Y,1,Y,Diploria labyrinthiformis
14,B087,A6,DLAB,DLAB01,25,N,1,Y,Diploria labyrinthiformis
21,B087,A6,DLAB,DLAB01,25,N,1,Y,Diploria labyrinthiformis
28,B087,A6,DLAB,DLAB01,25,N,1,Y,Diploria labyrinthiformis
35,B087,A6,DLAB,DLAB01,25,N,1,Y,Diploria labyrinthiformis
42,B087,A6,DLAB,DLAB01,25,NA,NA,Y,Diploria labyrinthiformis
0,B087,A10,PPOR,PPOR01,26,N,0,N,Porites porites
1,B087,A10,PPOR,PPOR01,26,N,0,N,Porites porites
2,B087,A10,PPOR,PPOR01,26,N,0,N,Porites porites
7,B087,A10,PPOR,PPOR01,26,Y,5,Y,Porites porites
14,B087,A10,PPOR,PPOR01,26,Y,30,Y,Porites porites
21,B087,A10,PPOR,PPOR01,26,NA,NA,Y,Porites porites
28,B087,A10,PPOR,PPOR01,26,NA,NA,Y,Porites porites
35,B087,A10,PPOR,PPOR01,26,NA,NA,Y,Porites porites
42,B087,A10,PPOR,PPOR01,26,NA,NA,Y,Porites porites
0,B087,B1,OFAV,OFAV01,27,N,0,N,Orbicella faveolata
1,B087,B1,OFAV,OFAV01,27,N,0,N,Orbicella faveolata
2,B087,B1,OFAV,OFAV01,27,N,0,N,Orbicella faveolata
7,B087,B1,OFAV,OFAV01,27,N,0,N,Orbicella faveolata
14,B087,B1,OFAV,OFAV01,27,Y,10,Y,Orbicella faveolata
21,B087,B1,OFAV,OFAV01,27,Y,10,Y,Orbicella faveolata
28,B087,B1,OFAV,OFAV01,27,Y,10,Y,Orbicella faveolata
35,B087,B1,OFAV,OFAV01,27,NA,NA,Y,Orbicella faveolata
42,B087,B1,OFAV,OFAV01,27,NA,NA,Y,Orbicella faveolata
0,B087,B3,MCAV,MCAV06,28,N,0,N,Montastraea cavernosa
1,B087,B3,MCAV,MCAV06,28,N,0,N,Montastraea cavernosa
2,B087,B3,MCAV,MCAV06,28,N,0,N,Montastraea cavernosa
7,B087,B3,MCAV,MCAV06,28,N,0,N,Montastraea cavernosa
14,B087,B3,MCAV,MCAV06,28,N,0,N,Montastraea cavernosa
21,B087,B3,MCAV,MCAV06,28,Y,1,Y,Montastraea cavernosa
28,B087,B3,MCAV,MCAV06,28,Y,5,Y,Montastraea cavernosa
35,B087,B3,MCAV,MCAV06,28,Y,5,Y,Montastraea cavernosa
42,B087,B3,MCAV,MCAV06,28,NA,NA,Y,Montastraea cavernosa
0,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
1,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
2,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
7,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
14,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
21,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
28,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
35,B087,B7,ACER,ACER02,29,N,0,N,Acropora cervicornis
42,B087,B7,ACER,ACER02,29,NA,NA,N,Acropora cervicornis
0,B087,B9,PSTR,PSTR01,30,N,0,N,Pseudodiploria strigosa
1,B087,B9,PSTR,PSTR01,30,N,0,N,Pseudodiploria strigosa
2,B087,B9,PSTR,PSTR01,30,N,0,N,Pseudodiploria strigosa
7,B087,B9,PSTR,PSTR01,30,Y,10,Y,Pseudodiploria strigosa
14,B087,B9,PSTR,PSTR01,30,Y,20,Y,Pseudodiploria strigosa
21,B087,B9,PSTR,PSTR01,30,NA,NA,Y,Pseudodiploria strigosa
28,B087,B9,PSTR,PSTR01,30,NA,NA,Y,Pseudodiploria strigosa
35,B087,B9,PSTR,PSTR01,30,NA,NA,Y,Pseudodiploria strigosa
42,B087,B9,PSTR,PSTR01,30,NA,NA,Y,Pseudodiploria strigosa
0,B087,C2,DLAB,DLAB02,31,N,0,N,Diploria labyrinthiformis
1,B087,C2,DLAB,DLAB02,31,N,0,N,Diploria labyrinthiformis
2,B087,C2,DLAB,DLAB02,31,N,0,N,Diploria labyrinthiformis
7,B087,C2,DLAB,DLAB02,31,N,0,N,Diploria labyrinthiformis
14,B087,C2,DLAB,DLAB02,31,N,0,N,Diploria labyrinthiformis
21,B087,C2,DLAB,DLAB02,31,N,0,N,Diploria labyrinthiformis
28,B087,C2,DLAB,DLAB02,31,N,0,N,Diploria labyrinthiformis
35,B087,C2,DLAB,DLAB02,31,NA,NA,N,Diploria labyrinthiformis
42,B087,C2,DLAB,DLAB02,31,NA,NA,N,Diploria labyrinthiformis
0,B087,C4,PCLI,PCLI01,32,N,0,N,Pseudodiploria clivosa
1,B087,C4,PCLI,PCLI01,32,N,0,N,Pseudodiploria clivosa
2,B087,C4,PCLI,PCLI01,32,N,0,N,Pseudodiploria clivosa
7,B087,C4,PCLI,PCLI01,32,Y,100,Y,Pseudodiploria clivosa
14,B087,C4,PCLI,PCLI01,32,NA,NA,Y,Pseudodiploria clivosa
21,B087,C4,PCLI,PCLI01,32,NA,NA,Y,Pseudodiploria clivosa
28,B087,C4,PCLI,PCLI01,32,NA,NA,Y,Pseudodiploria clivosa
35,B087,C4,PCLI,PCLI01,32,NA,NA,Y,Pseudodiploria clivosa
42,B087,C4,PCLI,PCLI01,32,NA,NA,Y,Pseudodiploria clivosa
0,B087,C6,PAST,PAST02,33,N,0,N,Porites astreoides
1,B087,C6,PAST,PAST02,33,N,0,N,Porites astreoides
2,B087,C6,PAST,PAST02,33,N,0,N,Porites astreoides
7,B087,C6,PAST,PAST02,33,Y,5,Y,Porites astreoides
14,B087,C6,PAST,PAST02,33,Y,60,Y,Porites astreoides
21,B087,C6,PAST,PAST02,33,NA,NA,Y,Porites astreoides
28,B087,C6,PAST,PAST02,33,NA,NA,Y,Porites astreoides
35,B087,C6,PAST,PAST02,33,NA,NA,Y,Porites astreoides
42,B087,C6,PAST,PAST02,33,NA,NA,Y,Porites astreoides
0,B087,C8,PSTR,PSTR05,34,N,0,N,Pseudodiploria strigosa
1,B087,C8,PSTR,PSTR05,34,N,0,N,Pseudodiploria strigosa
2,B087,C8,PSTR,PSTR05,34,N,0,N,Pseudodiploria strigosa
7,B087,C8,PSTR,PSTR05,34,Y,100,Y,Pseudodiploria strigosa
14,B087,C8,PSTR,PSTR05,34,Y,100,Y,Pseudodiploria strigosa
21,B087,C8,PSTR,PSTR05,34,Y,100,Y,Pseudodiploria strigosa
28,B087,C8,PSTR,PSTR05,34,Y,100,Y,Pseudodiploria strigosa
35,B087,C8,PSTR,PSTR05,34,Y,100,Y,Pseudodiploria strigosa
42,B087,C8,PSTR,PSTR05,34,NA,NA,Y,Pseudodiploria strigosa
0,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
1,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
2,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
7,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
14,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
21,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
28,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
35,B087,C10,APAL,APAL01,35,N,0,N,Acropora palmata
42,B087,C10,APAL,APAL01,35,NA,NA,N,Acropora palmata
0,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
1,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
2,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
7,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
14,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
21,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
28,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
35,B087,E4,ACER,ACER03,36,N,0,N,Acropora cervicornis
42,B087,E4,ACER,ACER03,36,NA,NA,N,Acropora cervicornis
0,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
1,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
2,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
7,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
14,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
21,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
28,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
35,B087,E6,APAL,APAL02,37,N,0,N,Acropora palmata
42,B087,E6,APAL,APAL02,37,NA,NA,N,Acropora palmata
0,B087,E8,MCAV,MCAV07,38,N,0,N,Montastraea cavernosa
1,B087,E8,MCAV,MCAV07,38,N,0,N,Montastraea cavernosa
2,B087,E8,MCAV,MCAV07,38,N,0,N,Montastraea cavernosa
7,B087,E8,MCAV,MCAV07,38,N,0,N,Montastraea cavernosa
14,B087,E8,MCAV,MCAV07,38,N,0,N,Montastraea cavernosa
21,B087,E8,MCAV,MCAV07,38,Y,1,Y,Montastraea cavernosa
28,B087,E8,MCAV,MCAV07,38,Y,5,Y,Montastraea cavernosa
35,B087,E8,MCAV,MCAV07,38,Y,6,Y,Montastraea cavernosa
42,B087,E8,MCAV,MCAV07,38,NA,NA,Y,Montastraea cavernosa
0,B087,E10,PCLI,PCLI04,39,N,0,N,Pseudodiploria clivosa
1,B087,E10,PCLI,PCLI04,39,Y,5,Y,Pseudodiploria clivosa
2,B087,E10,PCLI,PCLI04,39,N,0,Y,Pseudodiploria clivosa
7,B087,E10,PCLI,PCLI04,39,Y,25,Y,Pseudodiploria clivosa
14,B087,E10,PCLI,PCLI04,39,NA,NA,Y,Pseudodiploria clivosa
21,B087,E10,PCLI,PCLI04,39,NA,NA,Y,Pseudodiploria clivosa
28,B087,E10,PCLI,PCLI04,39,NA,NA,Y,Pseudodiploria clivosa
35,B087,E10,PCLI,PCLI04,39,NA,NA,Y,Pseudodiploria clivosa
42,B087,E10,PCLI,PCLI04,39,NA,NA,Y,Pseudodiploria clivosa
0,B087,F1,MCAV,MCAV05,40,N,0,N,Montastraea cavernosa
1,B087,F1,MCAV,MCAV05,40,N,0,N,Montastraea cavernosa
2,B087,F1,MCAV,MCAV05,40,N,0,N,Montastraea cavernosa
7,B087,F1,MCAV,MCAV05,40,Y,5,Y,Montastraea cavernosa
14,B087,F1,MCAV,MCAV05,40,Y,20,Y,Montastraea cavernosa
21,B087,F1,MCAV,MCAV05,40,NA,NA,Y,Montastraea cavernosa
28,B087,F1,MCAV,MCAV05,40,NA,NA,Y,Montastraea cavernosa
35,B087,F1,MCAV,MCAV05,40,NA,NA,Y,Montastraea cavernosa
42,B087,F1,MCAV,MCAV05,40,NA,NA,Y,Montastraea cavernosa
0,B087,F3,PCLI,PCLI02,41,N,5,N,Pseudodiploria clivosa
1,B087,F3,PCLI,PCLI02,41,N,0,N,Pseudodiploria clivosa
2,B087,F3,PCLI,PCLI02,41,N,0,N,Pseudodiploria clivosa
7,B087,F3,PCLI,PCLI02,41,Y,5,Y,Pseudodiploria clivosa
14,B087,F3,PCLI,PCLI02,41,Y,5,Y,Pseudodiploria clivosa
21,B087,F3,PCLI,PCLI02,41,Y,10,Y,Pseudodiploria clivosa
28,B087,F3,PCLI,PCLI02,41,Y,10,Y,Pseudodiploria clivosa
35,B087,F3,PCLI,PCLI02,41,Y,15,Y,Pseudodiploria clivosa
